college,department,course_number,pk_x_hi,pk_x_lo,pk_y_hi,pk_y_lo,professor,grade,major
ENG,Systems Engineering,102,0x2b48208233e3c3a70a093e4059565024,0xbaa4bb08507443d1909896f114df1403,0x159564342502b2b01818dcae05db37b,0x1b7cf6369802597c93cc134216e84cc7,Dr. Alice Smith,C-,Electrical and Computer Engineering
CAS,Mathematics,101,0x2b48208233e3c3a70a093e4059565024,0xbaa4bb08507443d1909896f114df1403,0x159564342502b2b01818dcae05db37b,0x1b7cf6369802597c93cc134216e84cc7,Dr. Bob Johnson,B-,Electrical and Computer Engineering
CAS,English,101,0xc72bc69622ec724af037f92abcfa567b,0x6bc19ac3faa80516ed528b9eef074306,0x5cafc211096a53a0134c08ed2203862d,0x402aa7977ea5836c0e8a06eca7788823,Dr. Henry Moore,C-,Electrical and Computer Engineering
CAS,Economics,201,0xc72bc69622ec724af037f92abcfa567b,0x6bc19ac3faa80516ed528b9eef074306,0x5cafc211096a53a0134c08ed2203862d,0x402aa7977ea5836c0e8a06eca7788823,Dr. Henry Moore,F,Electrical and Computer Engineering
CAS,Computer Science,301,0xc72bc69622ec724af037f92abcfa567b,0x6bc19ac3faa80516ed528b9eef074306,0x5cafc211096a53a0134c08ed2203862d,0x402aa7977ea5836c0e8a06eca7788823,Dr. Alice Smith,C-,Electrical and Computer Engineering
CAS,Economics,202,0xc72bc69622ec724af037f92abcfa567b,0x6bc19ac3faa80516ed528b9eef074306,0x5cafc211096a53a0134c08ed2203862d,0x402aa7977ea5836c0e8a06eca7788823,Dr. Carol Williams,C+,Electrical and Computer Engineering
ENG,Mechanical Engineering,301,0xe36cfae371d794fe2d9528b8e1c3e83d,0xf02c33430d981dafc1750d65dd7e6762,0xb7b020b536216b66f716a3fd73e4dae3,0xb5a7d148df7a28d7e42de28028de44f6,Dr. Henry Moore,A-,Biomedical Engineering
CAS,English,201,0xe36cfae371d794fe2d9528b8e1c3e83d,0xf02c33430d981dafc1750d65dd7e6762,0xb7b020b536216b66f716a3fd73e4dae3,0xb5a7d148df7a28d7e42de28028de44f6,Dr. Henry Moore,F,Biomedical Engineering
CAS,Mathematics,301,0xe36cfae371d794fe2d9528b8e1c3e83d,0xf02c33430d981dafc1750d65dd7e6762,0xb7b020b536216b66f716a3fd73e4dae3,0xb5a7d148df7a28d7e42de28028de44f6,Dr. Bob Johnson,C,Biomedical Engineering
ENG,Biomedical Engineering,102,0xe36cfae371d794fe2d9528b8e1c3e83d,0xf02c33430d981dafc1750d65dd7e6762,0xb7b020b536216b66f716a3fd73e4dae3,0xb5a7d148df7a28d7e42de28028de44f6,Dr. Henry Moore,C+,Biomedical Engineering
ENG,Electrical and Computer Engineering,301,0xa3128a6b5322e25f60c2a325f70aaa14,0x51259056af5eb813e8d04bec3d42a430,0x71765971d75969941a669ed7f615ae05,0x143c51ee24aad440b5849330417d637f,Dr. Henry Moore,B-,Electrical and Computer Engineering
ENG,Systems Engineering,202,0xa3128a6b5322e25f60c2a325f70aaa14,0x51259056af5eb813e8d04bec3d42a430,0x71765971d75969941a669ed7f615ae05,0x143c51ee24aad440b5849330417d637f,Dr. Henry Moore,B+,Electrical and Computer Engineering
CAS,Computer Science,301,0xa3128a6b5322e25f60c2a325f70aaa14,0x51259056af5eb813e8d04bec3d42a430,0x71765971d75969941a669ed7f615ae05,0x143c51ee24aad440b5849330417d637f,Dr. Carol Williams,A,Electrical and Computer Engineering
CAS,Economics,202,0xa3128a6b5322e25f60c2a325f70aaa14,0x51259056af5eb813e8d04bec3d42a430,0x71765971d75969941a669ed7f615ae05,0x143c51ee24aad440b5849330417d637f,Dr. Carol Williams,B,Electrical and Computer Engineering
CAS,Economics,302,0x6d8565a9be0fa397455980bb510e3955,0x4283360eec1652345b01f139a9e9bd81,0x3e5e527b06d7ccec64c76a3a988718a6,0x4854e1002b16fcc65cee810d0b07b0,Dr. Frank Miller,B,Systems Engineering
CAS,English,302,0x6d8565a9be0fa397455980bb510e3955,0x4283360eec1652345b01f139a9e9bd81,0x3e5e527b06d7ccec64c76a3a988718a6,0x4854e1002b16fcc65cee810d0b07b0,Dr. David Brown,C-,Systems Engineering
CAS,Economics,101,0x6d8565a9be0fa397455980bb510e3955,0x4283360eec1652345b01f139a9e9bd81,0x3e5e527b06d7ccec64c76a3a988718a6,0x4854e1002b16fcc65cee810d0b07b0,Dr. Emma Davis,A-,Systems Engineering
CAS,English,202,0x6d8565a9be0fa397455980bb510e3955,0x4283360eec1652345b01f139a9e9bd81,0x3e5e527b06d7ccec64c76a3a988718a6,0x4854e1002b16fcc65cee810d0b07b0,Dr. David Brown,A-,Systems Engineering
ENG,Electrical and Computer Engineering,202,0x52a96e8f098f5e9d245d3d8d62fd60e1,0x4a384764b41cd00bdf752f2f5e665f63,0x4b9069f3e42ba0b8041f6df4dd83e8b6,0xaaee59b2c81da44253d7ad29aec81bca,Dr. David Brown,B,Computer Science
ENG,Biomedical Engineering,102,0x52a96e8f098f5e9d245d3d8d62fd60e1,0x4a384764b41cd00bdf752f2f5e665f63,0x4b9069f3e42ba0b8041f6df4dd83e8b6,0xaaee59b2c81da44253d7ad29aec81bca,Dr. Henry Moore,A-,Computer Science
CAS,Economics,302,0x52a96e8f098f5e9d245d3d8d62fd60e1,0x4a384764b41cd00bdf752f2f5e665f63,0x4b9069f3e42ba0b8041f6df4dd83e8b6,0xaaee59b2c81da44253d7ad29aec81bca,Dr. Frank Miller,B,Computer Science
ENG,Mechanical Engineering,202,0x52a96e8f098f5e9d245d3d8d62fd60e1,0x4a384764b41cd00bdf752f2f5e665f63,0x4b9069f3e42ba0b8041f6df4dd83e8b6,0xaaee59b2c81da44253d7ad29aec81bca,Dr. Bob Johnson,D,Computer Science
CAS,English,201,0x34a3be91a18f92888ffbff55b725592a,0x100e2a6b46e4f829ffbfb97eab9e50b,0x8d371dc28e17ecd41cef4e72f297c411,0x27cc57709dd6cf405af421d72dfd1a13,Dr. Henry Moore,B-,Mathematics
ENG,Systems Engineering,301,0x34a3be91a18f92888ffbff55b725592a,0x100e2a6b46e4f829ffbfb97eab9e50b,0x8d371dc28e17ecd41cef4e72f297c411,0x27cc57709dd6cf405af421d72dfd1a13,Dr. Alice Smith,C+,Mathematics
CAS,Economics,102,0x34a3be91a18f92888ffbff55b725592a,0x100e2a6b46e4f829ffbfb97eab9e50b,0x8d371dc28e17ecd41cef4e72f297c411,0x27cc57709dd6cf405af421d72dfd1a13,Dr. Grace Wilson,F,Mathematics
ENG,Electrical and Computer Engineering,302,0x34a3be91a18f92888ffbff55b725592a,0x100e2a6b46e4f829ffbfb97eab9e50b,0x8d371dc28e17ecd41cef4e72f297c411,0x27cc57709dd6cf405af421d72dfd1a13,Dr. Carol Williams,A,Mathematics
CAS,Mathematics,101,0x5ef5d93148a438e835a1ae6d58872df2,0x5095143d1f9fe9a7fbc3001a36d68960,0x606a9d2f73ce49910e68da4c2f40eb50,0xf40143a38052e2fdbe416e4685372c6e,Dr. Bob Johnson,B+,English
CAS,Mathematics,102,0x5ef5d93148a438e835a1ae6d58872df2,0x5095143d1f9fe9a7fbc3001a36d68960,0x606a9d2f73ce49910e68da4c2f40eb50,0xf40143a38052e2fdbe416e4685372c6e,Dr. Alice Smith,C+,English
ENG,Systems Engineering,202,0x5ef5d93148a438e835a1ae6d58872df2,0x5095143d1f9fe9a7fbc3001a36d68960,0x606a9d2f73ce49910e68da4c2f40eb50,0xf40143a38052e2fdbe416e4685372c6e,Dr. Henry Moore,A-,English
ENG,Systems Engineering,201,0x5ef5d93148a438e835a1ae6d58872df2,0x5095143d1f9fe9a7fbc3001a36d68960,0x606a9d2f73ce49910e68da4c2f40eb50,0xf40143a38052e2fdbe416e4685372c6e,Dr. Grace Wilson,C+,English
CAS,English,102,0x61045044de25392fb7e6992182139e96,0xe73daae0c502a5e2b14fe249d994479f,0x879134120ca2df0e4115b5df30c9a69c,0x673ef12c091a5cf51182385d3b9164c7,Dr. David Brown,B-,Economics
ENG,Electrical and Computer Engineering,301,0x61045044de25392fb7e6992182139e96,0xe73daae0c502a5e2b14fe249d994479f,0x879134120ca2df0e4115b5df30c9a69c,0x673ef12c091a5cf51182385d3b9164c7,Dr. Henry Moore,B-,Economics
ENG,Mechanical Engineering,202,0x61045044de25392fb7e6992182139e96,0xe73daae0c502a5e2b14fe249d994479f,0x879134120ca2df0e4115b5df30c9a69c,0x673ef12c091a5cf51182385d3b9164c7,Dr. Bob Johnson,A-,Economics
ENG,Systems Engineering,101,0x61045044de25392fb7e6992182139e96,0xe73daae0c502a5e2b14fe249d994479f,0x879134120ca2df0e4115b5df30c9a69c,0x673ef12c091a5cf51182385d3b9164c7,Dr. Grace Wilson,F,Economics
CAS,Economics,301,0x9d29fee9c7d851f03d08a7f0ff03ff6f,0xf5239df9c0cfaeabce58ff78c4ea63b7,0xb6def40864fc7b733f2862c54f66bbb0,0xfec483a9935e7c23c99ac9db8d9d108d,Dr. Emma Davis,D,Electrical and Computer Engineering
CAS,Economics,201,0x9d29fee9c7d851f03d08a7f0ff03ff6f,0xf5239df9c0cfaeabce58ff78c4ea63b7,0xb6def40864fc7b733f2862c54f66bbb0,0xfec483a9935e7c23c99ac9db8d9d108d,Dr. Henry Moore,B+,Electrical and Computer Engineering
CAS,English,102,0x9d29fee9c7d851f03d08a7f0ff03ff6f,0xf5239df9c0cfaeabce58ff78c4ea63b7,0xb6def40864fc7b733f2862c54f66bbb0,0xfec483a9935e7c23c99ac9db8d9d108d,Dr. David Brown,A,Electrical and Computer Engineering
CAS,Economics,101,0x9d29fee9c7d851f03d08a7f0ff03ff6f,0xf5239df9c0cfaeabce58ff78c4ea63b7,0xb6def40864fc7b733f2862c54f66bbb0,0xfec483a9935e7c23c99ac9db8d9d108d,Dr. Emma Davis,D,Electrical and Computer Engineering
ENG,Mechanical Engineering,302,0xc7c6dd48f397c32da6dba4ea2fba800b,0xdf31b0209b3731b31e199fb733f4fceb,0x214f7fef18cb98d342d4cea74b6e50ab,0x63be2b1ce6a587b5da64c86e5cd1089c,Dr. Henry Moore,B-,Mechanical Engineering
CAS,Computer Science,102,0xc7c6dd48f397c32da6dba4ea2fba800b,0xdf31b0209b3731b31e199fb733f4fceb,0x214f7fef18cb98d342d4cea74b6e50ab,0x63be2b1ce6a587b5da64c86e5cd1089c,Dr. Emma Davis,C-,Mechanical Engineering
CAS,Computer Science,595,0xc7c6dd48f397c32da6dba4ea2fba800b,0xdf31b0209b3731b31e199fb733f4fceb,0x214f7fef18cb98d342d4cea74b6e50ab,0x63be2b1ce6a587b5da64c86e5cd1089c,Dr. Alice Smith,B,Mechanical Engineering
ENG,Systems Engineering,302,0xc7c6dd48f397c32da6dba4ea2fba800b,0xdf31b0209b3731b31e199fb733f4fceb,0x214f7fef18cb98d342d4cea74b6e50ab,0x63be2b1ce6a587b5da64c86e5cd1089c,Dr. Bob Johnson,A-,Mechanical Engineering
ENG,Systems Engineering,201,0x386a9d3fa54dce44b1b36ce537619af0,0xf4a1b66f02b977bd43889d5428c6bd6,0xf033b5557237ca76a55e640d48031876,0xf29dd387ec95fb194473cadafb238447,Dr. Grace Wilson,F,Mathematics
CAS,Economics,201,0x386a9d3fa54dce44b1b36ce537619af0,0xf4a1b66f02b977bd43889d5428c6bd6,0xf033b5557237ca76a55e640d48031876,0xf29dd387ec95fb194473cadafb238447,Dr. Henry Moore,B,Mathematics
CAS,Computer Science,202,0x386a9d3fa54dce44b1b36ce537619af0,0xf4a1b66f02b977bd43889d5428c6bd6,0xf033b5557237ca76a55e640d48031876,0xf29dd387ec95fb194473cadafb238447,Dr. Alice Smith,C+,Mathematics
CAS,Computer Science,595,0x386a9d3fa54dce44b1b36ce537619af0,0xf4a1b66f02b977bd43889d5428c6bd6,0xf033b5557237ca76a55e640d48031876,0xf29dd387ec95fb194473cadafb238447,Dr. Alice Smith,B-,Mathematics
ENG,Biomedical Engineering,301,0x5ab2ee05c12271fbf9a83d2bf4e58e7d,0x518525a76ab18d1c1e5b80cfed51f8db,0x9ed79c9190c7b160931fc537dbd29931,0x928c39a0a95755c480f1daf1788f3efd,Dr. Henry Moore,B-,Mathematics
CAS,Economics,102,0x5ab2ee05c12271fbf9a83d2bf4e58e7d,0x518525a76ab18d1c1e5b80cfed51f8db,0x9ed79c9190c7b160931fc537dbd29931,0x928c39a0a95755c480f1daf1788f3efd,Dr. Carol Williams,C+,Mathematics
CAS,Economics,301,0x5ab2ee05c12271fbf9a83d2bf4e58e7d,0x518525a76ab18d1c1e5b80cfed51f8db,0x9ed79c9190c7b160931fc537dbd29931,0x928c39a0a95755c480f1daf1788f3efd,Dr. Emma Davis,F,Mathematics
ENG,Systems Engineering,302,0x5ab2ee05c12271fbf9a83d2bf4e58e7d,0x518525a76ab18d1c1e5b80cfed51f8db,0x9ed79c9190c7b160931fc537dbd29931,0x928c39a0a95755c480f1daf1788f3efd,Dr. Henry Moore,C-,Mathematics
ENG,Electrical and Computer Engineering,101,0xc5201a95dee13616bd8697934ce67845,0xa9967efd02f5f641b479ed74e47ec9e0,0x431596d0c776358a8c31711563f71e53,0xfbd1454444d519358621f29450627374,Dr. Carol Williams,B+,Systems Engineering
ENG,Systems Engineering,301,0xc5201a95dee13616bd8697934ce67845,0xa9967efd02f5f641b479ed74e47ec9e0,0x431596d0c776358a8c31711563f71e53,0xfbd1454444d519358621f29450627374,Dr. Carol Williams,D,Systems Engineering
ENG,Electrical and Computer Engineering,302,0xc5201a95dee13616bd8697934ce67845,0xa9967efd02f5f641b479ed74e47ec9e0,0x431596d0c776358a8c31711563f71e53,0xfbd1454444d519358621f29450627374,Dr. Carol Williams,B-,Systems Engineering
CAS,Mathematics,202,0xc5201a95dee13616bd8697934ce67845,0xa9967efd02f5f641b479ed74e47ec9e0,0x431596d0c776358a8c31711563f71e53,0xfbd1454444d519358621f29450627374,Dr. Carol Williams,C,Systems Engineering
ENG,Biomedical Engineering,301,0x314cab43b3dcf6009b9a885efbef808d,0x4f4e173c1cd9b1a05078158dfcd47536,0x9700468acbd84e085a386c5ebc5367a6,0xd1264c92cf2895c29cf5f4d1d951ce98,Dr. Henry Moore,C+,Economics
ENG,Mechanical Engineering,202,0x314cab43b3dcf6009b9a885efbef808d,0x4f4e173c1cd9b1a05078158dfcd47536,0x9700468acbd84e085a386c5ebc5367a6,0xd1264c92cf2895c29cf5f4d1d951ce98,Dr. Bob Johnson,D,Economics
CAS,English,101,0x314cab43b3dcf6009b9a885efbef808d,0x4f4e173c1cd9b1a05078158dfcd47536,0x9700468acbd84e085a386c5ebc5367a6,0xd1264c92cf2895c29cf5f4d1d951ce98,Dr. Henry Moore,A,Economics
CAS,English,302,0x314cab43b3dcf6009b9a885efbef808d,0x4f4e173c1cd9b1a05078158dfcd47536,0x9700468acbd84e085a386c5ebc5367a6,0xd1264c92cf2895c29cf5f4d1d951ce98,Dr. David Brown,A,Economics
CAS,English,302,0xc209b4db454cefd36b25d5b633633677,0x690182d16740aaf367fcbc7ea4d7f0ce,0x2200863892252e5f262012ab474e8b74,0xb182eab0747b0de0cafab606b86e9744,Dr. David Brown,B-,Computer Science
CAS,Economics,302,0xc209b4db454cefd36b25d5b633633677,0x690182d16740aaf367fcbc7ea4d7f0ce,0x2200863892252e5f262012ab474e8b74,0xb182eab0747b0de0cafab606b86e9744,Dr. Frank Miller,A,Computer Science
ENG,Systems Engineering,201,0xc209b4db454cefd36b25d5b633633677,0x690182d16740aaf367fcbc7ea4d7f0ce,0x2200863892252e5f262012ab474e8b74,0xb182eab0747b0de0cafab606b86e9744,Dr. Grace Wilson,D,Computer Science
CAS,English,101,0xc209b4db454cefd36b25d5b633633677,0x690182d16740aaf367fcbc7ea4d7f0ce,0x2200863892252e5f262012ab474e8b74,0xb182eab0747b0de0cafab606b86e9744,Dr. Henry Moore,D,Computer Science
CAS,English,202,0x61bffd0b9484c87e36aa52d7d2a157ce,0xd4b3a4c28e1b6f1e86812735317de51a,0xdbfafcf2638d02bdafa89c70af91d483,0xb89217119071536b2499fbd9488b6c5a,Dr. Carol Williams,F,Biomedical Engineering
ENG,Electrical and Computer Engineering,201,0x61bffd0b9484c87e36aa52d7d2a157ce,0xd4b3a4c28e1b6f1e86812735317de51a,0xdbfafcf2638d02bdafa89c70af91d483,0xb89217119071536b2499fbd9488b6c5a,Dr. Henry Moore,C,Biomedical Engineering
CAS,Economics,102,0x61bffd0b9484c87e36aa52d7d2a157ce,0xd4b3a4c28e1b6f1e86812735317de51a,0xdbfafcf2638d02bdafa89c70af91d483,0xb89217119071536b2499fbd9488b6c5a,Dr. Grace Wilson,C,Biomedical Engineering
CAS,Economics,301,0x61bffd0b9484c87e36aa52d7d2a157ce,0xd4b3a4c28e1b6f1e86812735317de51a,0xdbfafcf2638d02bdafa89c70af91d483,0xb89217119071536b2499fbd9488b6c5a,Dr. Emma Davis,C-,Biomedical Engineering
CAS,English,102,0x324bbd870e56fbd2b60ba9823efb9c10,0x866cd62a3d38ce892583f8828d746ac9,0xd7d6552191f25b525aac5ab366c8bffd,0x489f7a24fc16ea601b9fad357ca0ce1f,Dr. Alice Smith,A,Mathematics
ENG,Electrical and Computer Engineering,201,0x324bbd870e56fbd2b60ba9823efb9c10,0x866cd62a3d38ce892583f8828d746ac9,0xd7d6552191f25b525aac5ab366c8bffd,0x489f7a24fc16ea601b9fad357ca0ce1f,Dr. Henry Moore,A-,Mathematics
ENG,Systems Engineering,302,0x324bbd870e56fbd2b60ba9823efb9c10,0x866cd62a3d38ce892583f8828d746ac9,0xd7d6552191f25b525aac5ab366c8bffd,0x489f7a24fc16ea601b9fad357ca0ce1f,Dr. Henry Moore,C+,Mathematics
CAS,English,202,0x324bbd870e56fbd2b60ba9823efb9c10,0x866cd62a3d38ce892583f8828d746ac9,0xd7d6552191f25b525aac5ab366c8bffd,0x489f7a24fc16ea601b9fad357ca0ce1f,Dr. David Brown,A,Mathematics
CAS,Computer Science,201,0xff68ab78b4a383f99405bd9eadde54f0,0xc31440f806b369bc34d10f08f574cbfc,0x4fa291f76a06634b64747a3912f2e12c,0xd7cfc4ca332b87375de98e11589a97a4,Dr. Alice Smith,C+,Computer Science
CAS,English,201,0xff68ab78b4a383f99405bd9eadde54f0,0xc31440f806b369bc34d10f08f574cbfc,0x4fa291f76a06634b64747a3912f2e12c,0xd7cfc4ca332b87375de98e11589a97a4,Dr. Henry Moore,B,Computer Science
ENG,Systems Engineering,102,0xff68ab78b4a383f99405bd9eadde54f0,0xc31440f806b369bc34d10f08f574cbfc,0x4fa291f76a06634b64747a3912f2e12c,0xd7cfc4ca332b87375de98e11589a97a4,Dr. Alice Smith,B,Computer Science
CAS,Computer Science,101,0xff68ab78b4a383f99405bd9eadde54f0,0xc31440f806b369bc34d10f08f574cbfc,0x4fa291f76a06634b64747a3912f2e12c,0xd7cfc4ca332b87375de98e11589a97a4,Dr. Frank Miller,C,Computer Science
ENG,Mechanical Engineering,102,0xa4514e5155b3da24fd70269cf8cd98d,0x6e511e29aa6903df51159734214a0366,0x692d31017adfab538e690cd9d0b20686,0x3f490f369762383707d8fe19d3323a2c,Dr. Emma Davis,B-,Systems Engineering
ENG,Systems Engineering,102,0xa4514e5155b3da24fd70269cf8cd98d,0x6e511e29aa6903df51159734214a0366,0x692d31017adfab538e690cd9d0b20686,0x3f490f369762383707d8fe19d3323a2c,Dr. Alice Smith,B-,Systems Engineering
ENG,Systems Engineering,302,0xa4514e5155b3da24fd70269cf8cd98d,0x6e511e29aa6903df51159734214a0366,0x692d31017adfab538e690cd9d0b20686,0x3f490f369762383707d8fe19d3323a2c,Dr. Bob Johnson,A,Systems Engineering
CAS,Computer Science,301,0xa4514e5155b3da24fd70269cf8cd98d,0x6e511e29aa6903df51159734214a0366,0x692d31017adfab538e690cd9d0b20686,0x3f490f369762383707d8fe19d3323a2c,Dr. Carol Williams,B-,Systems Engineering
CAS,English,302,0x8a76a1e754c27d08b51aaa5edf6eee17,0x40471bad9877405b3dbafcccc702ad2c,0x7e80e2907fbb09f11b49abaf24d7ff1f,0x6ad9a095c8e2866e22fb36dd46a3cb84,Dr. David Brown,B+,Electrical and Computer Engineering
ENG,Electrical and Computer Engineering,202,0x8a76a1e754c27d08b51aaa5edf6eee17,0x40471bad9877405b3dbafcccc702ad2c,0x7e80e2907fbb09f11b49abaf24d7ff1f,0x6ad9a095c8e2866e22fb36dd46a3cb84,Dr. Henry Moore,C+,Electrical and Computer Engineering
CAS,Economics,202,0x8a76a1e754c27d08b51aaa5edf6eee17,0x40471bad9877405b3dbafcccc702ad2c,0x7e80e2907fbb09f11b49abaf24d7ff1f,0x6ad9a095c8e2866e22fb36dd46a3cb84,Dr. Carol Williams,A,Electrical and Computer Engineering
CAS,Computer Science,202,0x8a76a1e754c27d08b51aaa5edf6eee17,0x40471bad9877405b3dbafcccc702ad2c,0x7e80e2907fbb09f11b49abaf24d7ff1f,0x6ad9a095c8e2866e22fb36dd46a3cb84,Dr. Alice Smith,C-,Electrical and Computer Engineering
ENG,Electrical and Computer Engineering,101,0x97d9faecc033c70497614c0e7ab4c507,0x45d3b50600c445bcb82d8af5c4734c5a,0x5ee79af842c24d68e283f885dcc4e2b4,0x6d328a7b48f61625b1b81a2d4144812,Dr. Carol Williams,C+,Economics
ENG,Systems Engineering,201,0x97d9faecc033c70497614c0e7ab4c507,0x45d3b50600c445bcb82d8af5c4734c5a,0x5ee79af842c24d68e283f885dcc4e2b4,0x6d328a7b48f61625b1b81a2d4144812,Dr. Grace Wilson,C,Economics
ENG,Mechanical Engineering,101,0x97d9faecc033c70497614c0e7ab4c507,0x45d3b50600c445bcb82d8af5c4734c5a,0x5ee79af842c24d68e283f885dcc4e2b4,0x6d328a7b48f61625b1b81a2d4144812,Dr. David Brown,B,Economics
ENG,Biomedical Engineering,301,0x97d9faecc033c70497614c0e7ab4c507,0x45d3b50600c445bcb82d8af5c4734c5a,0x5ee79af842c24d68e283f885dcc4e2b4,0x6d328a7b48f61625b1b81a2d4144812,Dr. Henry Moore,B,Economics
CAS,Mathematics,101,0x585fa1f96ff2126295d6ebe9493ec7ee,0x8effc452205bd86abc9029f746653965,0x919b062ac9e2ac409025f9b82e29352c,0x9e5315f60e133ea9696889e6806e130,Dr. Bob Johnson,B,Biomedical Engineering
ENG,Electrical and Computer Engineering,302,0x585fa1f96ff2126295d6ebe9493ec7ee,0x8effc452205bd86abc9029f746653965,0x919b062ac9e2ac409025f9b82e29352c,0x9e5315f60e133ea9696889e6806e130,Dr. Carol Williams,C,Biomedical Engineering
CAS,Computer Science,301,0x585fa1f96ff2126295d6ebe9493ec7ee,0x8effc452205bd86abc9029f746653965,0x919b062ac9e2ac409025f9b82e29352c,0x9e5315f60e133ea9696889e6806e130,Dr. Carol Williams,F,Biomedical Engineering
ENG,Systems Engineering,202,0x585fa1f96ff2126295d6ebe9493ec7ee,0x8effc452205bd86abc9029f746653965,0x919b062ac9e2ac409025f9b82e29352c,0x9e5315f60e133ea9696889e6806e130,Dr. Henry Moore,C+,Biomedical Engineering
ENG,Biomedical Engineering,102,0x3c9e100aef16d17bb6f110eb1910050c,0x7237ed4b7151f059dee9153e3fadf5d5,0xe4a660b83ce15ddc86d578fb4f9a217d,0x66d4d83253d4aa8f0dfc9b7ebe13daba,Dr. Henry Moore,D,Computer Science
ENG,Biomedical Engineering,201,0x3c9e100aef16d17bb6f110eb1910050c,0x7237ed4b7151f059dee9153e3fadf5d5,0xe4a660b83ce15ddc86d578fb4f9a217d,0x66d4d83253d4aa8f0dfc9b7ebe13daba,Dr. Carol Williams,B+,Computer Science
ENG,Systems Engineering,202,0x3c9e100aef16d17bb6f110eb1910050c,0x7237ed4b7151f059dee9153e3fadf5d5,0xe4a660b83ce15ddc86d578fb4f9a217d,0x66d4d83253d4aa8f0dfc9b7ebe13daba,Dr. Henry Moore,D,Computer Science
CAS,English,201,0x3c9e100aef16d17bb6f110eb1910050c,0x7237ed4b7151f059dee9153e3fadf5d5,0xe4a660b83ce15ddc86d578fb4f9a217d,0x66d4d83253d4aa8f0dfc9b7ebe13daba,Dr. Henry Moore,C-,Computer Science
CAS,Computer Science,202,0x7bd559477b6f1a0af08b4b0e428f9fa6,0x8e7a361c685a19b747bfd7a67ca4db28,0xd0a19b36679b04f5dc18f6ec228cd80,0x8ecc5dfec6c6b45bb055b3d2f35c8532,Dr. Alice Smith,B+,Computer Science
CAS,Economics,302,0x7bd559477b6f1a0af08b4b0e428f9fa6,0x8e7a361c685a19b747bfd7a67ca4db28,0xd0a19b36679b04f5dc18f6ec228cd80,0x8ecc5dfec6c6b45bb055b3d2f35c8532,Dr. Frank Miller,B,Computer Science
ENG,Electrical and Computer Engineering,201,0x7bd559477b6f1a0af08b4b0e428f9fa6,0x8e7a361c685a19b747bfd7a67ca4db28,0xd0a19b36679b04f5dc18f6ec228cd80,0x8ecc5dfec6c6b45bb055b3d2f35c8532,Dr. Henry Moore,B-,Computer Science
CAS,Economics,301,0x7bd559477b6f1a0af08b4b0e428f9fa6,0x8e7a361c685a19b747bfd7a67ca4db28,0xd0a19b36679b04f5dc18f6ec228cd80,0x8ecc5dfec6c6b45bb055b3d2f35c8532,Dr. Emma Davis,D,Computer Science
ENG,Systems Engineering,201,0xe40b0e4a8c0ae0f7d5a1b5bf2ae89f9a,0x5b4555eeb66ca63db7cd8737895d4b64,0x2ffd8290cec104298df99db51956fc54,0xff656eaebef2d8152bb06452ed6815c6,Dr. Grace Wilson,C-,Economics
CAS,Mathematics,102,0xe40b0e4a8c0ae0f7d5a1b5bf2ae89f9a,0x5b4555eeb66ca63db7cd8737895d4b64,0x2ffd8290cec104298df99db51956fc54,0xff656eaebef2d8152bb06452ed6815c6,Dr. Alice Smith,A-,Economics
CAS,Computer Science,301,0xe40b0e4a8c0ae0f7d5a1b5bf2ae89f9a,0x5b4555eeb66ca63db7cd8737895d4b64,0x2ffd8290cec104298df99db51956fc54,0xff656eaebef2d8152bb06452ed6815c6,Dr. Carol Williams,F,Economics
CAS,Mathematics,301,0xe40b0e4a8c0ae0f7d5a1b5bf2ae89f9a,0x5b4555eeb66ca63db7cd8737895d4b64,0x2ffd8290cec104298df99db51956fc54,0xff656eaebef2d8152bb06452ed6815c6,Dr. Bob Johnson,C,Economics
CAS,Mathematics,101,0xe746953258d6f4ed50375c09bb664c4,0x1783ceb4a314c7ac789b7412fee7ab5d,0x66e68892bfd75bb026a56857540a933,0xf09334d7114510ad81b56991674fef36,Dr. Bob Johnson,B,Electrical and Computer Engineering
ENG,Electrical and Computer Engineering,302,0xe746953258d6f4ed50375c09bb664c4,0x1783ceb4a314c7ac789b7412fee7ab5d,0x66e68892bfd75bb026a56857540a933,0xf09334d7114510ad81b56991674fef36,Dr. Carol Williams,B+,Electrical and Computer Engineering
CAS,English,302,0xe746953258d6f4ed50375c09bb664c4,0x1783ceb4a314c7ac789b7412fee7ab5d,0x66e68892bfd75bb026a56857540a933,0xf09334d7114510ad81b56991674fef36,Dr. David Brown,B-,Electrical and Computer Engineering
CAS,Computer Science,595,0xe746953258d6f4ed50375c09bb664c4,0x1783ceb4a314c7ac789b7412fee7ab5d,0x66e68892bfd75bb026a56857540a933,0xf09334d7114510ad81b56991674fef36,Dr. Alice Smith,C-,Electrical and Computer Engineering
CAS,Mathematics,101,0xbc6c3cdd6dd4946fe82f161a4127809d,0x788482cbbeda47025a3f69ed5c673ed3,0xc290bb8b2e09f2c4fb85bdb6bafe7eb7,0xe27f32e5e3d4137ba79e4ddc9b9ff21d,Dr. David Brown,C-,Economics
