college,department,course_number,pk_x,pk_y,professor,grade
CAS,Mathematics,102,0x04bfb1354f4ade01e0d0f707691256fed9ede2f914a6bb553c23340aa806575a,0x2d79276f3dd2ce62e8c7939adadae7cbef731c52d63b6c03af4b418b1338fe55,Dr. Emma Davis,B
ENG,Mechanical Engineering,301,0x04bfb1354f4ade01e0d0f707691256fed9ede2f914a6bb553c23340aa806575a,0x2d79276f3dd2ce62e8c7939adadae7cbef731c52d63b6c03af4b418b1338fe55,Dr. Emma Davis,C
ENG,Mechanical Engineering,102,0x2890b6e699faeb91524979d00f2e1d0b96daeae71ff297fdbf6d669755f17433,0x093c11a80f1aee6a84df22fa30e6b540233d3443eb56eb4424df8bc47f14f958,Dr. Grace Wilson,F
CAS,English,201,0x2890b6e699faeb91524979d00f2e1d0b96daeae71ff297fdbf6d669755f17433,0x093c11a80f1aee6a84df22fa30e6b540233d3443eb56eb4424df8bc47f14f958,Dr. Grace Wilson,B
ENG,Biomedical Engineering,101,0x2890b6e699faeb91524979d00f2e1d0b96daeae71ff297fdbf6d669755f17433,0x093c11a80f1aee6a84df22fa30e6b540233d3443eb56eb4424df8bc47f14f958,Dr. Emma Davis,B+
CAS,Mathematics,202,0x2890b6e699faeb91524979d00f2e1d0b96daeae71ff297fdbf6d669755f17433,0x093c11a80f1aee6a84df22fa30e6b540233d3443eb56eb4424df8bc47f14f958,Dr. Alice Smith,B-
CAS,English,201,0x204376d0fadaa377eaaabeb3c5d8a668263c1f5edd4fe26a9ca2d9127f34f3d1,0x0d9ed84e0f1e570c66431f127ed1ae546663e15343ded2c10e2fce4a2a06e24c,Dr. Grace Wilson,F
CAS,Economics,102,0x204376d0fadaa377eaaabeb3c5d8a668263c1f5edd4fe26a9ca2d9127f34f3d1,0x0d9ed84e0f1e570c66431f127ed1ae546663e15343ded2c10e2fce4a2a06e24c,Dr. Henry Moore,A-
ENG,Electrical and Computer Engineering,302,0x204376d0fadaa377eaaabeb3c5d8a668263c1f5edd4fe26a9ca2d9127f34f3d1,0x0d9ed84e0f1e570c66431f127ed1ae546663e15343ded2c10e2fce4a2a06e24c,Dr. Carol Williams,C-
ENG,Biomedical Engineering,102,0x204376d0fadaa377eaaabeb3c5d8a668263c1f5edd4fe26a9ca2d9127f34f3d1,0x0d9ed84e0f1e570c66431f127ed1ae546663e15343ded2c10e2fce4a2a06e24c,Dr. Carol Williams,B+
ENG,Electrical and Computer Engineering,301,0x20ed15a2db7d5e17aebc0d15ef8df97fa6ad1f0529010aad24b1815e7b835af7,0x232353000628b156b18437b12c56ce07896a9a285a34ea028904538683e94a1c,Dr. Emma Davis,D
CAS,Mathematics,302,0x20ed15a2db7d5e17aebc0d15ef8df97fa6ad1f0529010aad24b1815e7b835af7,0x232353000628b156b18437b12c56ce07896a9a285a34ea028904538683e94a1c,Dr. Frank Miller,B-
CAS,Economics,302,0x20ed15a2db7d5e17aebc0d15ef8df97fa6ad1f0529010aad24b1815e7b835af7,0x232353000628b156b18437b12c56ce07896a9a285a34ea028904538683e94a1c,Dr. Henry Moore,F
CAS,Economics,201,0x20ed15a2db7d5e17aebc0d15ef8df97fa6ad1f0529010aad24b1815e7b835af7,0x232353000628b156b18437b12c56ce07896a9a285a34ea028904538683e94a1c,Dr. Henry Moore,C-
ENG,Systems Engineering,101,0x084c5354045ba513e5665ed03a9bd1242e44a4e7529216b68520bd8984f90994,0x2ad57b980da35e33e9cd21dd87f50505e37e88418bf42d0f0116e170a0e91eb1,Dr. Bob Johnson,F
ENG,Mechanical Engineering,102,0x084c5354045ba513e5665ed03a9bd1242e44a4e7529216b68520bd8984f90994,0x2ad57b980da35e33e9cd21dd87f50505e37e88418bf42d0f0116e170a0e91eb1,Dr. Alice Smith,A
ENG,Systems Engineering,201,0x084c5354045ba513e5665ed03a9bd1242e44a4e7529216b68520bd8984f90994,0x2ad57b980da35e33e9cd21dd87f50505e37e88418bf42d0f0116e170a0e91eb1,Dr. Emma Davis,C
ENG,Mechanical Engineering,301,0x084c5354045ba513e5665ed03a9bd1242e44a4e7529216b68520bd8984f90994,0x2ad57b980da35e33e9cd21dd87f50505e37e88418bf42d0f0116e170a0e91eb1,Dr. Emma Davis,A-
CAS,Mathematics,201,0x0e70900575640a1fa94b19fd8a0b9f5b958912d295f0103c45a0b21d32df455a,0x12b7861d541552d6f73bf5f710ccc8e66b37c0ebb4ae2e6815e84c258523bda6,Dr. Bob Johnson,B-
CAS,Mathematics,102,0x0e70900575640a1fa94b19fd8a0b9f5b958912d295f0103c45a0b21d32df455a,0x12b7861d541552d6f73bf5f710ccc8e66b37c0ebb4ae2e6815e84c258523bda6,Dr. Emma Davis,C
CAS,Mathematics,301,0x0e70900575640a1fa94b19fd8a0b9f5b958912d295f0103c45a0b21d32df455a,0x12b7861d541552d6f73bf5f710ccc8e66b37c0ebb4ae2e6815e84c258523bda6,Dr. David Brown,B+
CAS,English,101,0x0e70900575640a1fa94b19fd8a0b9f5b958912d295f0103c45a0b21d32df455a,0x12b7861d541552d6f73bf5f710ccc8e66b37c0ebb4ae2e6815e84c258523bda6,Dr. Bob Johnson,B
CAS,Computer Science,201,0x2cfc3612637711b83783dfe86386e7dcb1ad42155772f49c8f77f90a6fc795cc,0x0124cf4dac862954844d837a431e5a992a058028bf0b6a218f778741d9e20a96,Dr. Grace Wilson,C
CAS,Mathematics,101,0x2cfc3612637711b83783dfe86386e7dcb1ad42155772f49c8f77f90a6fc795cc,0x0124cf4dac862954844d837a431e5a992a058028bf0b6a218f778741d9e20a96,Dr. Carol Williams,C
CAS,Mathematics,301,0x2cfc3612637711b83783dfe86386e7dcb1ad42155772f49c8f77f90a6fc795cc,0x0124cf4dac862954844d837a431e5a992a058028bf0b6a218f778741d9e20a96,Dr. David Brown,C+
ENG,Electrical and Computer Engineering,101,0x2cfc3612637711b83783dfe86386e7dcb1ad42155772f49c8f77f90a6fc795cc,0x0124cf4dac862954844d837a431e5a992a058028bf0b6a218f778741d9e20a96,Dr. Carol Williams,C
ENG,Mechanical Engineering,101,0x0b17c94fa6743588ed2bcf775b48aead83d94fecf5c772d249a575c8b6e2d968,0x21730222c795a43fed73bb83427f9a6c6ec75633ce79d8583d6bb18ea622c2d6,Dr. David Brown,B-
ENG,Systems Engineering,301,0x0b17c94fa6743588ed2bcf775b48aead83d94fecf5c772d249a575c8b6e2d968,0x21730222c795a43fed73bb83427f9a6c6ec75633ce79d8583d6bb18ea622c2d6,Dr. Henry Moore,B-
CAS,Economics,101,0x0b17c94fa6743588ed2bcf775b48aead83d94fecf5c772d249a575c8b6e2d968,0x21730222c795a43fed73bb83427f9a6c6ec75633ce79d8583d6bb18ea622c2d6,Dr. Emma Davis,B
ENG,Electrical and Computer Engineering,202,0x0b17c94fa6743588ed2bcf775b48aead83d94fecf5c772d249a575c8b6e2d968,0x21730222c795a43fed73bb83427f9a6c6ec75633ce79d8583d6bb18ea622c2d6,Dr. Frank Miller,B-
CAS,English,202,0x08b124def6b526f2dd5419fc354da5212fe39f0975097ca0fde63b9cb6060504,0x04edce7f2ffa2e8aa4fc6b4d759bfd5c95f9dc8a946f09d5e012c9fed5e59209,Dr. Henry Moore,D
CAS,Economics,201,0x08b124def6b526f2dd5419fc354da5212fe39f0975097ca0fde63b9cb6060504,0x04edce7f2ffa2e8aa4fc6b4d759bfd5c95f9dc8a946f09d5e012c9fed5e59209,Dr. Emma Davis,C-
CAS,Computer Science,301,0x08b124def6b526f2dd5419fc354da5212fe39f0975097ca0fde63b9cb6060504,0x04edce7f2ffa2e8aa4fc6b4d759bfd5c95f9dc8a946f09d5e012c9fed5e59209,Dr. Carol Williams,A-
ENG,Electrical and Computer Engineering,101,0x08b124def6b526f2dd5419fc354da5212fe39f0975097ca0fde63b9cb6060504,0x04edce7f2ffa2e8aa4fc6b4d759bfd5c95f9dc8a946f09d5e012c9fed5e59209,Dr. Carol Williams,F
ENG,Mechanical Engineering,102,0x0a4b3b3905e94b3ad76ba8edc6f81733bbfbe398e0be0cb8a6e6a187ddd0a6d7,0x133595b6f90680acd62744949222935586c8b2a6ab0b8d0a1eb2b97e33efd394,Dr. Alice Smith,D
ENG,Mechanical Engineering,101,0x0a4b3b3905e94b3ad76ba8edc6f81733bbfbe398e0be0cb8a6e6a187ddd0a6d7,0x133595b6f90680acd62744949222935586c8b2a6ab0b8d0a1eb2b97e33efd394,Dr. Emma Davis,A
ENG,Systems Engineering,101,0x0a4b3b3905e94b3ad76ba8edc6f81733bbfbe398e0be0cb8a6e6a187ddd0a6d7,0x133595b6f90680acd62744949222935586c8b2a6ab0b8d0a1eb2b97e33efd394,Dr. Bob Johnson,A
CAS,Mathematics,301,0x0a4b3b3905e94b3ad76ba8edc6f81733bbfbe398e0be0cb8a6e6a187ddd0a6d7,0x133595b6f90680acd62744949222935586c8b2a6ab0b8d0a1eb2b97e33efd394,Dr. David Brown,D
ENG,Biomedical Engineering,201,0x28bd6d631e49a6004c52dd928e6059ab05adb14c94f2fd03cf4537da626c8665,0x1ca74f71ef770b55df715f2ac6d39a9f1f89d90108997eb808589df1323475ac,Dr. Alice Smith,F
ENG,Systems Engineering,301,0x28bd6d631e49a6004c52dd928e6059ab05adb14c94f2fd03cf4537da626c8665,0x1ca74f71ef770b55df715f2ac6d39a9f1f89d90108997eb808589df1323475ac,Dr. Henry Moore,B-
ENG,Biomedical Engineering,102,0x28bd6d631e49a6004c52dd928e6059ab05adb14c94f2fd03cf4537da626c8665,0x1ca74f71ef770b55df715f2ac6d39a9f1f89d90108997eb808589df1323475ac,Dr. Carol Williams,B+
CAS,Computer Science,102,0x28bd6d631e49a6004c52dd928e6059ab05adb14c94f2fd03cf4537da626c8665,0x1ca74f71ef770b55df715f2ac6d39a9f1f89d90108997eb808589df1323475ac,Dr. Frank Miller,C
ENG,Electrical and Computer Engineering,202,0x2f6803686f5226179696867d6a6b1b8e75f4a30f996f1aaa1f49c82c3bc5b7b4,0x274cea5534a40a60d853ec0b0e56bda5df3472a995fa57c4708e43962a781584,Dr. David Brown,B+
CAS,Economics,101,0x2f6803686f5226179696867d6a6b1b8e75f4a30f996f1aaa1f49c82c3bc5b7b4,0x274cea5534a40a60d853ec0b0e56bda5df3472a995fa57c4708e43962a781584,Dr. Emma Davis,C-
CAS,English,201,0x2f6803686f5226179696867d6a6b1b8e75f4a30f996f1aaa1f49c82c3bc5b7b4,0x274cea5534a40a60d853ec0b0e56bda5df3472a995fa57c4708e43962a781584,Dr. Grace Wilson,F
ENG,Mechanical Engineering,102,0x2f6803686f5226179696867d6a6b1b8e75f4a30f996f1aaa1f49c82c3bc5b7b4,0x274cea5534a40a60d853ec0b0e56bda5df3472a995fa57c4708e43962a781584,Dr. Grace Wilson,B-
ENG,Biomedical Engineering,101,0x187ab5d56a644a68a1344931c15ffb2935fceb63d3c2d8e33daca0272508d17e,0x0e5bfb02853226d1a105e8274219570ad07db3e5daa989cf86836ad6d5112a94,Dr. Bob Johnson,D
ENG,Electrical and Computer Engineering,201,0x187ab5d56a644a68a1344931c15ffb2935fceb63d3c2d8e33daca0272508d17e,0x0e5bfb02853226d1a105e8274219570ad07db3e5daa989cf86836ad6d5112a94,Dr. Grace Wilson,A-
ENG,Biomedical Engineering,301,0x187ab5d56a644a68a1344931c15ffb2935fceb63d3c2d8e33daca0272508d17e,0x0e5bfb02853226d1a105e8274219570ad07db3e5daa989cf86836ad6d5112a94,Dr. Henry Moore,B+
CAS,English,201,0x187ab5d56a644a68a1344931c15ffb2935fceb63d3c2d8e33daca0272508d17e,0x0e5bfb02853226d1a105e8274219570ad07db3e5daa989cf86836ad6d5112a94,Dr. Grace Wilson,B-
CAS,Mathematics,201,0x20d6fad33c116467909e8e8b8a0d2ce8a3d62bf5f1bf1a9ba0f2ffe86f9878d4,0x214c92b6b9408bcd98b5c07db29cfd5b3f267fba4224a49af660e2b3e44b2098,Dr. Frank Miller,C-
CAS,Economics,301,0x20d6fad33c116467909e8e8b8a0d2ce8a3d62bf5f1bf1a9ba0f2ffe86f9878d4,0x214c92b6b9408bcd98b5c07db29cfd5b3f267fba4224a49af660e2b3e44b2098,Dr. Grace Wilson,B
ENG,Electrical and Computer Engineering,301,0x20d6fad33c116467909e8e8b8a0d2ce8a3d62bf5f1bf1a9ba0f2ffe86f9878d4,0x214c92b6b9408bcd98b5c07db29cfd5b3f267fba4224a49af660e2b3e44b2098,Dr. Emma Davis,D
CAS,English,101,0x20d6fad33c116467909e8e8b8a0d2ce8a3d62bf5f1bf1a9ba0f2ffe86f9878d4,0x214c92b6b9408bcd98b5c07db29cfd5b3f267fba4224a49af660e2b3e44b2098,Dr. Bob Johnson,C-
ENG,Systems Engineering,202,0x02345cb5e54c9d9bcbfaea08d3f6cc361b9715c36a313a51145c88a97216f173,0x20cf485bbc7d2ff3e6438476130e46d41a7ef64f94b3d729eab0b29df98ac367,Dr. Bob Johnson,B-
CAS,English,301,0x02345cb5e54c9d9bcbfaea08d3f6cc361b9715c36a313a51145c88a97216f173,0x20cf485bbc7d2ff3e6438476130e46d41a7ef64f94b3d729eab0b29df98ac367,Dr. Henry Moore,B-
CAS,Mathematics,201,0x02345cb5e54c9d9bcbfaea08d3f6cc361b9715c36a313a51145c88a97216f173,0x20cf485bbc7d2ff3e6438476130e46d41a7ef64f94b3d729eab0b29df98ac367,Dr. Bob Johnson,A-
ENG,Systems Engineering,102,0x02345cb5e54c9d9bcbfaea08d3f6cc361b9715c36a313a51145c88a97216f173,0x20cf485bbc7d2ff3e6438476130e46d41a7ef64f94b3d729eab0b29df98ac367,Dr. Bob Johnson,B-
CAS,Economics,301,0x10fb5ad30b74f4681699e84c8cc5abb9ff124481785864416d419a6c76deee94,0x130ca74be581ffc5181fc24c8e91d7e31c1310606febf917cb263e7788cc2430,Dr. Grace Wilson,D
ENG,Biomedical Engineering,102,0x10fb5ad30b74f4681699e84c8cc5abb9ff124481785864416d419a6c76deee94,0x130ca74be581ffc5181fc24c8e91d7e31c1310606febf917cb263e7788cc2430,Dr. David Brown,C+
ENG,Electrical and Computer Engineering,202,0x10fb5ad30b74f4681699e84c8cc5abb9ff124481785864416d419a6c76deee94,0x130ca74be581ffc5181fc24c8e91d7e31c1310606febf917cb263e7788cc2430,Dr. Frank Miller,C+
ENG,Mechanical Engineering,302,0x10fb5ad30b74f4681699e84c8cc5abb9ff124481785864416d419a6c76deee94,0x130ca74be581ffc5181fc24c8e91d7e31c1310606febf917cb263e7788cc2430,Dr. Frank Miller,A-
ENG,Electrical and Computer Engineering,201,0x13bcad9b39c9fc559006ba5d81b3b47974ef8688787edeaaf059b8d23d1f48aa,0x0ebc3c5e79234925675b77f0d7cc147d1d9f18634701b2a85125cf824a1def30,Dr. Grace Wilson,B
CAS,Computer Science,301,0x13bcad9b39c9fc559006ba5d81b3b47974ef8688787edeaaf059b8d23d1f48aa,0x0ebc3c5e79234925675b77f0d7cc147d1d9f18634701b2a85125cf824a1def30,Dr. Alice Smith,B
ENG,Mechanical Engineering,102,0x13bcad9b39c9fc559006ba5d81b3b47974ef8688787edeaaf059b8d23d1f48aa,0x0ebc3c5e79234925675b77f0d7cc147d1d9f18634701b2a85125cf824a1def30,Dr. Alice Smith,A-
CAS,Economics,202,0x13bcad9b39c9fc559006ba5d81b3b47974ef8688787edeaaf059b8d23d1f48aa,0x0ebc3c5e79234925675b77f0d7cc147d1d9f18634701b2a85125cf824a1def30,Dr. Emma Davis,A-
ENG,Biomedical Engineering,101,0x1f9dbfd471560fcb9742ed66e506e0dda3d9a39180a88f9e79b1399dc0d17c21,0x1847caf9c83c298afc6f288ab107d84edf9d25a35ece5aca786e5624b78945fa,Dr. Emma Davis,C
CAS,Computer Science,301,0x1f9dbfd471560fcb9742ed66e506e0dda3d9a39180a88f9e79b1399dc0d17c21,0x1847caf9c83c298afc6f288ab107d84edf9d25a35ece5aca786e5624b78945fa,Dr. Carol Williams,B+
ENG,Biomedical Engineering,201,0x1f9dbfd471560fcb9742ed66e506e0dda3d9a39180a88f9e79b1399dc0d17c21,0x1847caf9c83c298afc6f288ab107d84edf9d25a35ece5aca786e5624b78945fa,Dr. Alice Smith,C
ENG,Biomedical Engineering,302,0x1f9dbfd471560fcb9742ed66e506e0dda3d9a39180a88f9e79b1399dc0d17c21,0x1847caf9c83c298afc6f288ab107d84edf9d25a35ece5aca786e5624b78945fa,Dr. Carol Williams,F
ENG,Systems Engineering,101,0x22d9318e0fdb1d6f8459a51099ec49726111610f8d6c999ea2ceef1e69b14345,0x0fcbdbefcd779caf18c6fb43037c477201be883fe658ac1e3303ef938f585ca7,Dr. Bob Johnson,F
ENG,Electrical and Computer Engineering,301,0x22d9318e0fdb1d6f8459a51099ec49726111610f8d6c999ea2ceef1e69b14345,0x0fcbdbefcd779caf18c6fb43037c477201be883fe658ac1e3303ef938f585ca7,Dr. Emma Davis,A-
CAS,Computer Science,595,0x22d9318e0fdb1d6f8459a51099ec49726111610f8d6c999ea2ceef1e69b14345,0x0fcbdbefcd779caf18c6fb43037c477201be883fe658ac1e3303ef938f585ca7,Dr. Alice Smith,A
CAS,Mathematics,301,0x22d9318e0fdb1d6f8459a51099ec49726111610f8d6c999ea2ceef1e69b14345,0x0fcbdbefcd779caf18c6fb43037c477201be883fe658ac1e3303ef938f585ca7,Dr. David Brown,B+
ENG,Electrical and Computer Engineering,202,0x1c9cb96d8300624d1a643d581a8cb22543f9c89aaed13e8965ab593d38a56814,0x017898a48d5e49ce1d6db672b6f937cef757ec72a94b2ce506de9c058be9371e,Dr. Frank Miller,B-
ENG,Systems Engineering,202,0x1c9cb96d8300624d1a643d581a8cb22543f9c89aaed13e8965ab593d38a56814,0x017898a48d5e49ce1d6db672b6f937cef757ec72a94b2ce506de9c058be9371e,Dr. Bob Johnson,A
ENG,Electrical and Computer Engineering,101,0x1c9cb96d8300624d1a643d581a8cb22543f9c89aaed13e8965ab593d38a56814,0x017898a48d5e49ce1d6db672b6f937cef757ec72a94b2ce506de9c058be9371e,Dr. Carol Williams,B-
CAS,Economics,302,0x1c9cb96d8300624d1a643d581a8cb22543f9c89aaed13e8965ab593d38a56814,0x017898a48d5e49ce1d6db672b6f937cef757ec72a94b2ce506de9c058be9371e,Dr. Henry Moore,B+
CAS,English,301,0x2c1dcedbbb7e83b19c408b39bf5dc018faa1a85e1c0a79ca1d6dc82bfa352ce5,0x2dd8141c3417d7ed0c46bd3311c1d94a3c9241081e13eb0e124e7b5ec389d94c,Dr. Henry Moore,C
CAS,English,302,0x2c1dcedbbb7e83b19c408b39bf5dc018faa1a85e1c0a79ca1d6dc82bfa352ce5,0x2dd8141c3417d7ed0c46bd3311c1d94a3c9241081e13eb0e124e7b5ec389d94c,Dr. Henry Moore,F
CAS,Economics,302,0x2c1dcedbbb7e83b19c408b39bf5dc018faa1a85e1c0a79ca1d6dc82bfa352ce5,0x2dd8141c3417d7ed0c46bd3311c1d94a3c9241081e13eb0e124e7b5ec389d94c,Dr. Henry Moore,C
ENG,Systems Engineering,201,0x2c1dcedbbb7e83b19c408b39bf5dc018faa1a85e1c0a79ca1d6dc82bfa352ce5,0x2dd8141c3417d7ed0c46bd3311c1d94a3c9241081e13eb0e124e7b5ec389d94c,Dr. Emma Davis,B
ENG,Systems Engineering,201,0x288ea90d05ddb276fe878ab0c437c2a9c44fa194d1da2e383b03e6210805cec5,0x22f881fac9b75e232207deed45bff0c42ac78198c5399c75b3ed9e1af92b160f,Dr. Emma Davis,C+
CAS,Computer Science,102,0x288ea90d05ddb276fe878ab0c437c2a9c44fa194d1da2e383b03e6210805cec5,0x22f881fac9b75e232207deed45bff0c42ac78198c5399c75b3ed9e1af92b160f,Dr. Grace Wilson,C
ENG,Electrical and Computer Engineering,201,0x288ea90d05ddb276fe878ab0c437c2a9c44fa194d1da2e383b03e6210805cec5,0x22f881fac9b75e232207deed45bff0c42ac78198c5399c75b3ed9e1af92b160f,Dr. Frank Miller,C
CAS,English,302,0x288ea90d05ddb276fe878ab0c437c2a9c44fa194d1da2e383b03e6210805cec5,0x22f881fac9b75e232207deed45bff0c42ac78198c5399c75b3ed9e1af92b160f,Dr. Henry Moore,D
CAS,Economics,101,0x100e06e5e79c3becd749011b0c1b4f4d96e1ec9715bc6e44211d0311382d5898,0x2872d483ced29fac65a5fa4d137d0fe07b7d1adc167941897d734f9640e1f9b8,Dr. Emma Davis,B
CAS,Computer Science,102,0x100e06e5e79c3becd749011b0c1b4f4d96e1ec9715bc6e44211d0311382d5898,0x2872d483ced29fac65a5fa4d137d0fe07b7d1adc167941897d734f9640e1f9b8,Dr. Grace Wilson,F
ENG,Electrical and Computer Engineering,301,0x100e06e5e79c3becd749011b0c1b4f4d96e1ec9715bc6e44211d0311382d5898,0x2872d483ced29fac65a5fa4d137d0fe07b7d1adc167941897d734f9640e1f9b8,Dr. Emma Davis,A-
CAS,Economics,302,0x100e06e5e79c3becd749011b0c1b4f4d96e1ec9715bc6e44211d0311382d5898,0x2872d483ced29fac65a5fa4d137d0fe07b7d1adc167941897d734f9640e1f9b8,Dr. Henry Moore,A
CAS,Computer Science,101,0x178686c5c7e87575639afcb070feda26b26905434feb5af65d833ee355608fa9,0x20a8df762ac245ee6900870afdf47bb31ded1c996e2656e7d8cba7753e23e0b7,Dr. Grace Wilson,F
CAS,Economics,102,0x178686c5c7e87575639afcb070feda26b26905434feb5af65d833ee355608fa9,0x20a8df762ac245ee6900870afdf47bb31ded1c996e2656e7d8cba7753e23e0b7,Dr. Henry Moore,B-
ENG,Biomedical Engineering,101,0x178686c5c7e87575639afcb070feda26b26905434feb5af65d833ee355608fa9,0x20a8df762ac245ee6900870afdf47bb31ded1c996e2656e7d8cba7753e23e0b7,Dr. Emma Davis,F
CAS,Computer Science,302,0x178686c5c7e87575639afcb070feda26b26905434feb5af65d833ee355608fa9,0x20a8df762ac245ee6900870afdf47bb31ded1c996e2656e7d8cba7753e23e0b7,Dr. Henry Moore,D
CAS,Computer Science,201,0x0ab0c43ab134ae84fe7a31621bf6476c267466d58bec77ae5717acd08bd67502,0x0c08a1853947d8e85af41cb43b0b50483e42055d39453e9e2852cb565a2d16cf,Dr. Grace Wilson,B+
ENG,Biomedical Engineering,201,0x0ab0c43ab134ae84fe7a31621bf6476c267466d58bec77ae5717acd08bd67502,0x0c08a1853947d8e85af41cb43b0b50483e42055d39453e9e2852cb565a2d16cf,Dr. Alice Smith,D
CAS,English,102,0x0ab0c43ab134ae84fe7a31621bf6476c267466d58bec77ae5717acd08bd67502,0x0c08a1853947d8e85af41cb43b0b50483e42055d39453e9e2852cb565a2d16cf,Dr. Emma Davis,F
CAS,Mathematics,102,0x0ab0c43ab134ae84fe7a31621bf6476c267466d58bec77ae5717acd08bd67502,0x0c08a1853947d8e85af41cb43b0b50483e42055d39453e9e2852cb565a2d16cf,Dr. Emma Davis,C
CAS,Mathematics,101,0x249e67611684f99a9b77acc32b25f3a63a5718ae7de2456aae229f0f4d59425e,0x19b3d615f17f4188d02b2b0c049cdc3e003e4d71ebfbf7cf3949f104b0b8437c,Dr. Carol Williams,C-
ENG,Electrical and Computer Engineering,102,0x249e67611684f99a9b77acc32b25f3a63a5718ae7de2456aae229f0f4d59425e,0x19b3d615f17f4188d02b2b0c049cdc3e003e4d71ebfbf7cf3949f104b0b8437c,Dr. Frank Miller,B+
ENG,Systems Engineering,202,0x249e67611684f99a9b77acc32b25f3a63a5718ae7de2456aae229f0f4d59425e,0x19b3d615f17f4188d02b2b0c049cdc3e003e4d71ebfbf7cf3949f104b0b8437c,Dr. Henry Moore,C+
ENG,Mechanical Engineering,201,0x249e67611684f99a9b77acc32b25f3a63a5718ae7de2456aae229f0f4d59425e,0x19b3d615f17f4188d02b2b0c049cdc3e003e4d71ebfbf7cf3949f104b0b8437c,Dr. David Brown,D
CAS,Computer Science,301,0x24173c79e88e973cb052f92b98326cdfeba29d9c51ee3489e28ee2fa31b6b1f9,0x0b14b46ace542599310cb600502cab5381df1819851a9f0422a4c450b102ac5c,Dr. Carol Williams,F
ENG,Systems Engineering,201,0x24173c79e88e973cb052f92b98326cdfeba29d9c51ee3489e28ee2fa31b6b1f9,0x0b14b46ace542599310cb600502cab5381df1819851a9f0422a4c450b102ac5c,Dr. Emma Davis,F
CAS,Computer Science,302,0x24173c79e88e973cb052f92b98326cdfeba29d9c51ee3489e28ee2fa31b6b1f9,0x0b14b46ace542599310cb600502cab5381df1819851a9f0422a4c450b102ac5c,Dr. David Brown,B-
CAS,Mathematics,102,0x24173c79e88e973cb052f92b98326cdfeba29d9c51ee3489e28ee2fa31b6b1f9,0x0b14b46ace542599310cb600502cab5381df1819851a9f0422a4c450b102ac5c,Dr. Emma Davis,C+
ENG,Systems Engineering,102,0x2ca4abfecc7a9e4bdce33ee7c76bc141e4ed04a89869e07a925dba1b435e2239,0x227ad661f4e474e5f51b40e1c1bdd4a2fccc7ce5d90324111e0e6c70172468b3,Dr. Bob Johnson,C+
CAS,English,101,0x2ca4abfecc7a9e4bdce33ee7c76bc141e4ed04a89869e07a925dba1b435e2239,0x227ad661f4e474e5f51b40e1c1bdd4a2fccc7ce5d90324111e0e6c70172468b3,Dr. Henry Moore,A
ENG,Biomedical Engineering,101,0x2ca4abfecc7a9e4bdce33ee7c76bc141e4ed04a89869e07a925dba1b435e2239,0x227ad661f4e474e5f51b40e1c1bdd4a2fccc7ce5d90324111e0e6c70172468b3,Dr. Emma Davis,B-
ENG,Systems Engineering,101,0x2ca4abfecc7a9e4bdce33ee7c76bc141e4ed04a89869e07a925dba1b435e2239,0x227ad661f4e474e5f51b40e1c1bdd4a2fccc7ce5d90324111e0e6c70172468b3,Dr. Bob Johnson,F
ENG,Mechanical Engineering,301,0x0d59a8bde7711779eb407c3e7e3aebe438c431916e99a3470de4dd59661966c3,0x26cd48a7622c6a83023cd7bda76f2e2324a8aa84ab4da40728e7b73923fcc541,Dr. Emma Davis,B-
CAS,English,102,0x0d59a8bde7711779eb407c3e7e3aebe438c431916e99a3470de4dd59661966c3,0x26cd48a7622c6a83023cd7bda76f2e2324a8aa84ab4da40728e7b73923fcc541,Dr. Emma Davis,A-
ENG,Systems Engineering,301,0x0d59a8bde7711779eb407c3e7e3aebe438c431916e99a3470de4dd59661966c3,0x26cd48a7622c6a83023cd7bda76f2e2324a8aa84ab4da40728e7b73923fcc541,Dr. Henry Moore,C
ENG,Systems Engineering,101,0x0d59a8bde7711779eb407c3e7e3aebe438c431916e99a3470de4dd59661966c3,0x26cd48a7622c6a83023cd7bda76f2e2324a8aa84ab4da40728e7b73923fcc541,Dr. Bob Johnson,B+
ENG,Electrical and Computer Engineering,301,0x2604d43af941229d0aebd6d09d4b472d54b5dd36f68247d01a21ffa2994ad726,0x20c5f1abc2cfa537f3db18285bf4708a1aef4c06f9092b711c81b1229f6df1cd,Dr. Emma Davis,C+
CAS,Computer Science,102,0x2604d43af941229d0aebd6d09d4b472d54b5dd36f68247d01a21ffa2994ad726,0x20c5f1abc2cfa537f3db18285bf4708a1aef4c06f9092b711c81b1229f6df1cd,Dr. Frank Miller,D
CAS,Economics,302,0x2604d43af941229d0aebd6d09d4b472d54b5dd36f68247d01a21ffa2994ad726,0x20c5f1abc2cfa537f3db18285bf4708a1aef4c06f9092b711c81b1229f6df1cd,Dr. Henry Moore,A
CAS,Computer Science,301,0x2604d43af941229d0aebd6d09d4b472d54b5dd36f68247d01a21ffa2994ad726,0x20c5f1abc2cfa537f3db18285bf4708a1aef4c06f9092b711c81b1229f6df1cd,Dr. Carol Williams,C
CAS,Computer Science,201,0x01d348f119b186903977fa76f5dddf0bb31fb3f4ee134888f8ab760e2280a069,0x0935a0dcaeb2eb14f8729518f4687030ca80ea40ee10f9eb608799eef32d6ed7,Dr. Emma Davis,C
